19:44:20.36938;0;0,6194363;0,5469211;8,919784;1;0
19:44:20.37038;0;0,6192418;0,5474223;8,904722;1;0
19:44:20.37038;0;0,6190472;0,5479236;8,889661;1;0
19:44:20.37139;0;0,6188527;0,5484249;8,874599;1;0
19:44:20.37139;0;0,6186581;0,5489262;8,859538;1;0
19:44:20.37139;0;0,6184636;0,5494274;8,844477;1;0
19:44:20.37238;0;0,618269;0,5499287;8,829415;1;0
19:44:20.37238;0;0,6180745;0,55043;8,814354;1;0
19:44:20.37238;0;0,6178799;0,5509313;8,799293;1;0
19:44:20.37338;0;0,6176854;0,5514325;8,784231;1;0
19:44:20.37338;0;0,6174908;0,5519338;8,76917;1;0
19:44:20.37438;0;0,6172963;0,5524351;8,754108;1;0
19:44:20.37438;0;0,6171017;0,5529364;8,739047;1;0
19:44:20.38038;0;0,6169072;0,5534377;8,723986;1;0
19:44:20.38038;0;0,6167126;0,5539389;8,708924;1;0
19:44:20.38138;0;0,6165181;0,5544402;8,693863;1;0
19:44:20.38238;0;0,6163235;0,5549415;8,678802;1;0
19:44:20.38338;0;0,616129;0,5554428;8,66374;1;0
19:44:20.38338;0;0,6159344;0,555944;8,648679;1;0
19:44:20.38438;0;0,6157399;0,5564453;8,633617;1;0
19:44:20.38438;0;0,6155453;0,5569466;8,618556;1;0
19:44:20.38438;0;0,6153508;0,5574479;8,603495;1;0
19:44:20.38538;0;0,6151562;0,5579491;8,588433;1;0
19:44:20.38538;0;0,6149617;0,5584504;8,573372;1;0
19:44:20.38638;0;0,6147671;0,5589517;8,558311;1;0
19:44:20.38638;0;0,6145726;0,559453;8,543249;1;0
19:44:20.38738;0;0,614378;0,5599542;8,528188;1;0
19:44:20.38738;0;0,6141835;0,5604555;8,513126;1;0
19:44:20.38838;0;0,6139889;0,5609568;8,498065;1;0
19:44:20.39338;0;0,6137944;0,5614581;8,483004;1;0
19:44:20.39438;0;0,6135998;0,5619593;8,467942;1;0
