Точка вылета создана в :21:36:39.83656: Задержка перед появлением стимула :1,054711:
Timestamp;Stimul_number;Position.x;Position.y;Position.z;Is_false_stimul;Is_catched
21:36:40.91812;9;1,416628;0,6235935;8,46978;0;0
21:36:40.91912;9;1,41361;0,6239722;8,455625;0;0
21:36:40.91912;9;1,410593;0,6243508;8,441469;0;0
21:36:40.91912;9;1,407576;0,6247295;8,427314;0;0
21:36:40.92012;9;1,404559;0,6251082;8,413158;0;0
21:36:40.92012;9;1,401542;0,6254869;8,399003;0;0
21:36:40.92112;9;1,398525;0,6258655;8,384848;0;0
21:36:40.92112;9;1,395508;0,6262442;8,370692;0;0
21:36:40.92712;9;1,392491;0,6266229;8,356537;0;0
21:36:40.92712;9;1,389474;0,6270015;8,342381;0;0
21:36:40.92712;9;1,386457;0,6273802;8,328226;0;0
21:36:40.93412;9;1,38344;0,6277589;8,314071;0;0
21:36:40.93412;9;1,380423;0,6281375;8,299915;0;0
21:36:40.93412;9;1,377406;0,6285162;8,28576;0;0
21:36:40.93512;9;1,374389;0,6288949;8,271605;0;0
21:36:40.93512;9;1,371372;0,6292735;8,257449;0;0
21:36:40.94064;9;1,368354;0,6296522;8,243294;0;0
21:36:40.94164;9;1,365337;0,6300309;8,229138;0;0
21:36:40.94164;9;1,36232;0,6304095;8,214983;0;0
21:36:40.94164;9;1,359303;0,6307882;8,200828;0;0
21:36:40.94264;9;1,356286;0,6311669;8,186672;0;0
21:36:40.94264;9;1,353269;0,6315455;8,172517;0;0
21:36:40.94264;9;1,350252;0,6319242;8,158361;0;0
21:36:40.94364;9;1,347235;0,6323029;8,144206;0;0
21:36:40.94364;9;1,344218;0,6326815;8,130051;0;0
21:36:40.94364;9;1,341201;0,6330602;8,115895;0;0
21:36:40.94463;9;1,338184;0,6334389;8,10174;0;0
21:36:40.94463;9;1,335167;0,6338176;8,087584;0;0
21:36:40.94564;9;1,33215;0,6341962;8,073429;0;0
21:36:40.94564;9;1,329133;0,6345749;8,059274;0;0
21:36:40.95964;9;1,326115;0,6349536;8,045118;0;0
21:36:40.95964;9;1,323098;0,6353322;8,030963;0;0
21:36:40.96064;9;1,320081;0,6357109;8,016808;0;0
21:36:40.96064;9;1,317064;0,6360896;8,002652;0;0
21:36:40.96164;9;1,314047;0,6364682;7,988497;0;0
21:36:40.96164;9;1,31103;0,6368469;7,974342;0;0
21:36:40.96164;9;1,308013;0,6372256;7,960187;0;0
21:36:40.96263;9;1,304996;0,6376042;7,946033;0;0
21:36:40.96263;9;1,301979;0,6379829;7,931878;0;0
21:36:40.96263;9;1,298962;0,6383616;7,917723;0;0
21:36:40.96363;9;1,295945;0,6387402;7,903568;0;0
21:36:40.96363;9;1,292928;0,6391189;7,889413;0;0
21:36:40.96363;9;1,289911;0,6394976;7,875258;0;0
21:36:40.96463;9;1,286894;0,6398762;7,861103;0;0
21:36:40.96463;9;1,283877;0,6402549;7,846948;0;0
21:36:40.96564;9;1,280859;0,6406336;7,832793;0;0
21:36:40.96564;9;1,277842;0,6410123;7,818638;0;0
21:36:40.96664;9;1,274825;0,6413909;7,804483;0;0
21:36:40.96764;9;1,271808;0,6417696;7,790329;0;0
21:36:40.97264;9;1,268791;0,6421483;7,776174;0;0
21:36:40.97364;9;1,265774;0,6425269;7,762019;0;0
21:36:40.97364;9;1,262757;0,6429056;7,747864;0;0
21:36:40.97464;9;1,25974;0,6432843;7,733709;0;0
21:36:40.97464;9;1,256723;0,6436629;7,719554;0;0
21:36:40.97564;9;1,253706;0,6440416;7,705399;0;0
21:36:40.97564;9;1,250689;0,6444203;7,691244;0;0
21:36:40.97564;9;1,247672;0,6447989;7,677089;0;0
21:36:40.97664;9;1,244655;0,6451776;7,662934;0;0
21:36:40.97664;9;1,241638;0,6455563;7,648779;0;0
21:36:40.97664;9;1,238621;0,6459349;7,634624;0;0
21:36:40.97764;9;1,235603;0,6463136;7,62047;0;0
21:36:40.97764;9;1,232586;0,6466923;7,606315;0;0
21:36:40.97764;9;1,229569;0,6470709;7,59216;0;0
21:36:40.98664;9;1,226552;0,6474496;7,578005;0;0
21:36:40.98764;9;1,223535;0,6478283;7,56385;0;0
21:36:40.98764;9;1,220518;0,6482069;7,549695;0;0
21:36:40.98864;9;1,217501;0,6485856;7,53554;0;0
21:36:40.98864;9;1,214484;0,6489643;7,521385;0;0
21:36:40.98964;9;1,211467;0,649343;7,50723;0;0
21:36:40.98964;9;1,20845;0,6497216;7,493075;0;0
21:36:40.98964;9;1,205433;0,6501003;7,47892;0;0
21:36:40.99064;9;1,202416;0,650479;7,464766;0;0
21:36:40.99064;9;1,199399;0,6508576;7,450611;0;0
21:36:40.99164;9;1,196382;0,6512363;7,436456;0;0
21:36:40.99164;9;1,193365;0,651615;7,422301;0;0
21:36:40.99164;9;1,190347;0,6519936;7,408146;0;0
21:36:40.99764;9;1,18733;0,6523723;7,393991;0;0
21:36:40.99764;9;1,184313;0,652751;7,379836;0;0
21:36:40.99863;9;1,181296;0,6531296;7,365681;0;0
21:36:40.99863;9;1,178279;0,6535083;7,351526;0;0
21:36:40.99964;9;1,175262;0,653887;7,337371;0;0
21:36:40.99964;9;1,172245;0,6542656;7,323216;0;0
21:36:40.99964;9;1,169228;0,6546443;7,309062;0;0
21:36:41.00064;9;1,166211;0,655023;7,294907;0;0
21:36:41.00164;9;1,163194;0,6554016;7,280752;0;0
21:36:41.00164;9;1,160177;0,6557803;7,266597;0;0
21:36:41.00264;9;1,15716;0,656159;7,252442;0;0
21:36:41.01364;9;1,154143;0,6565377;7,238287;0;0
21:36:41.01364;9;1,151126;0,6569163;7,224132;0;0
21:36:41.01464;9;1,148108;0,657295;7,209977;0;0
21:36:41.01464;9;1,145091;0,6576737;7,195822;0;0
21:36:41.01564;9;1,142074;0,6580523;7,181667;0;0
21:36:41.01564;9;1,139057;0,658431;7,167512;0;0
21:36:41.01564;9;1,13604;0,6588097;7,153358;0;0
21:36:41.01664;9;1,133023;0,6591883;7,139203;0;0
21:36:41.01664;9;1,130006;0,659567;7,125048;0;0
21:36:41.01764;9;1,126989;0,6599457;7,110893;0;0
21:36:41.01764;9;1,123972;0,6603243;7,096738;0;0
21:36:41.01764;9;1,120955;0,660703;7,082583;0;0
21:36:41.01864;9;1,117938;0,6610817;7,068428;0;0
21:36:41.01864;9;1,114921;0,6614603;7,054273;0;0
21:36:41.01964;9;1,111904;0,661839;7,040118;0;0
21:36:41.01964;9;1,108887;0,6622177;7,025963;0;0
21:36:41.02664;9;1,10587;0,6625963;7,011808;0;0
21:36:41.02664;9;1,102852;0,662975;6,997653;0;0
21:36:41.02764;9;1,099835;0,6633537;6,983499;0;0
21:36:41.02764;9;1,096818;0,6637323;6,969344;0;0
21:36:41.02864;9;1,093801;0,664111;6,955189;0;0
21:36:41.02864;9;1,090784;0,6644897;6,941034;0;0
21:36:41.02964;9;1,087767;0,6648684;6,926879;0;0
21:36:41.02964;9;1,08475;0,665247;6,912724;0;0
21:36:41.03064;9;1,081733;0,6656257;6,898569;0;0
21:36:41.03064;9;1,078716;0,6660044;6,884414;0;0
21:36:41.03064;9;1,075699;0,666383;6,870259;0;0
21:36:41.03164;9;1,072682;0,6667617;6,856104;0;0
21:36:41.03164;9;1,069665;0,6671404;6,841949;0;0
21:36:41.04264;9;1,066648;0,667519;6,827795;0;0
21:36:41.04364;9;1,063631;0,6678977;6,81364;0;0
21:36:41.04364;9;1,060614;0,6682764;6,799485;0;0
21:36:41.04464;9;1,057596;0,668655;6,78533;0;0
21:36:41.04464;9;1,054579;0,6690337;6,771175;0;0
21:36:41.04464;9;1,051562;0,6694124;6,75702;0;0
21:36:41.04564;9;1,048545;0,669791;6,742865;0;0
21:36:41.04564;9;1,045528;0,6701697;6,72871;0;0
21:36:41.04664;9;1,042511;0,6705484;6,714555;0;0
21:36:41.04664;9;1,039494;0,670927;6,7004;0;0
21:36:41.04664;9;1,036477;0,6713057;6,686245;0;0
21:36:41.04764;9;1,03346;0,6716844;6,672091;0;0
21:36:41.04764;9;1,030443;0,6720631;6,657936;0;0
21:36:41.04864;9;1,027426;0,6724417;6,643781;0;0
21:36:41.04864;9;1,024409;0,6728204;6,629626;0;0
21:36:41.04964;9;1,021392;0,6731991;6,615471;0;0
21:36:41.05464;9;1,018375;0,6735777;6,601316;0;0
21:36:41.05564;9;1,015357;0,6739564;6,587161;0;0
21:36:41.05564;9;1,01234;0,6743351;6,573006;0;0
21:36:41.05664;9;1,009323;0,6747137;6,558851;0;0
21:36:41.05664;9;1,006306;0,6750924;6,544696;0;0
21:36:41.05764;9;1,003289;0,6754711;6,530541;0;0
21:36:41.05764;9;1,000272;0,6758497;6,516387;0;0
21:36:41.05764;9;0,9972551;0,6762284;6,502232;0;0
21:36:41.05864;9;0,994238;0,6766071;6,488077;0;0
21:36:41.05864;9;0,991221;0,6769857;6,473922;0;0
21:36:41.05964;9;0,9882039;0,6773644;6,459766;0;0
21:36:41.05964;9;0,9851868;0,6777431;6,445612;0;0
21:36:41.05964;9;0,9821697;0,6781217;6,431457;0;0
21:36:41.07364;9;0,9791527;0,6785004;6,417302;0;0
21:36:41.07364;9;0,9761356;0,6788791;6,403147;0;0
21:36:41.07464;9;0,9731185;0,6792578;6,388992;0;0
21:36:41.07464;9;0,9701015;0,6796364;6,374837;0;0
21:36:41.07564;9;0,9670844;0,6800151;6,360682;0;0
21:36:41.07564;9;0,9640673;0,6803938;6,346527;0;0
21:36:41.07564;9;0,9610503;0,6807724;6,332373;0;0
21:36:41.07664;9;0,9580332;0,6811511;6,318218;0;0
21:36:41.07664;9;0,9550161;0,6815298;6,304063;0;0
21:36:41.07764;9;0,9519991;0,6819084;6,289907;0;0
21:36:41.07764;9;0,948982;0,6822871;6,275753;0;0
21:36:41.07764;9;0,9459649;0,6826658;6,261598;0;0
21:36:41.07863;9;0,9429479;0,6830444;6,247443;0;0
21:36:41.07863;9;0,9399308;0,6834231;6,233288;0;0
21:36:41.07863;9;0,9369137;0,6838018;6,219133;0;0
21:36:41.07964;9;0,9338967;0,6841804;6,204978;0;0
21:36:41.07964;9;0,9308796;0,6845591;6,190824;0;0
21:36:41.08064;9;0,9278625;0,6849378;6,176668;0;0
21:36:41.08664;9;0,9248455;0,6853164;6,162514;0;0
21:36:41.08664;9;0,9218284;0,6856951;6,148358;0;0
21:36:41.08764;9;0,9188113;0,6860738;6,134204;0;0
21:36:41.08764;9;0,9157942;0,6864524;6,120049;0;0
21:36:41.08764;9;0,9127771;0,6868311;6,105894;0;0
21:36:41.08864;9;0,9097601;0,6872098;6,091739;0;0
21:36:41.08864;9;0,906743;0,6875885;6,077584;0;0
21:36:41.08964;9;0,9037259;0,6879671;6,063429;0;0
21:36:41.08964;9;0,9007089;0,6883458;6,049274;0;0
21:36:41.08964;9;0,8976918;0,6887245;6,035119;0;0
21:36:41.09064;9;0,8946748;0,6891031;6,020965;0;0
21:36:41.09064;9;0,8916577;0,6894818;6,00681;0;0
21:36:41.09164;9;0,8886406;0,6898605;5,992655;0;0
21:36:41.09664;9;0,8856236;0,6902391;5,978499;0;0
21:36:41.09764;9;0,8826065;0,6906178;5,964345;0;0
21:36:41.09764;9;0,8795894;0,6909965;5,95019;0;0
21:36:41.09764;9;0,8765723;0,6913751;5,936035;0;0
21:36:41.09864;9;0,8735552;0,6917538;5,92188;0;0
21:36:41.09864;9;0,8705382;0,6921325;5,907725;0;0
21:36:41.09964;9;0,8675211;0,6925111;5,89357;0;0
21:36:41.09964;9;0,864504;0,6928898;5,879416;0;0
21:36:41.09964;9;0,861487;0,6932685;5,86526;0;0
21:36:41.10064;9;0,85847;0,6936471;5,851106;0;0
21:36:41.11364;9;0,8554529;0,6940258;5,836951;0;0
21:36:41.11364;9;0,8524358;0,6944045;5,822796;0;0
21:36:41.11464;9;0,8494188;0,6947832;5,80864;0;0
21:36:41.11464;9;0,8464016;0,6951618;5,794486;0;0
21:36:41.11564;9;0,8433846;0,6955405;5,780331;0;0
21:36:41.11564;9;0,8403675;0,6959192;5,766176;0;0
21:36:41.11564;9;0,8373504;0,6962978;5,752021;0;0
21:36:41.11663;9;0,8343334;0,6966765;5,737866;0;0
21:36:41.11663;9;0,8313163;0,6970552;5,723711;0;0
21:36:41.11764;9;0,8282993;0,6974338;5,709557;0;0
21:36:41.11764;9;0,8252822;0,6978125;5,695401;0;0
21:36:41.11764;9;0,8222651;0,6981912;5,681247;0;0
21:36:41.11864;9;0,8192481;0,6985698;5,667092;0;0
21:36:41.11864;9;0,816231;0,6989485;5,652937;0;0
21:36:41.11864;9;0,8132139;0,6993272;5,638782;0;0
21:36:41.11964;9;0,8101968;0,6997058;5,624627;0;0
21:36:41.11964;9;0,8071797;0,7000845;5,610472;0;0
21:36:41.12564;9;0,8041627;0,7004632;5,596317;0;0
21:36:41.12564;9;0,8011456;0,7008418;5,582162;0;0
21:36:41.12564;9;0,7981285;0,7012205;5,568007;0;0
21:36:41.12664;9;0,7951115;0,7015992;5,553853;0;0
21:36:41.12664;9;0,7920945;0,7019778;5,539698;0;0
21:36:41.12764;9;0,7890774;0,7023565;5,525542;0;0
21:36:41.12764;9;0,7860603;0,7027352;5,511388;0;0
21:36:41.12764;9;0,7830433;0,7031139;5,497233;0;0
21:36:41.12864;9;0,7800262;0,7034925;5,483078;0;0
21:36:41.12864;9;0,7770091;0,7038712;5,468923;0;0
21:36:41.12864;9;0,773992;0,7042499;5,454768;0;0
21:36:41.12964;9;0,7709749;0,7046285;5,440613;0;0
21:36:41.14164;9;0,7679579;0,7050072;5,426458;0;0
21:36:41.14264;9;0,7649408;0,7053859;5,412303;0;0
21:36:41.14264;9;0,7619237;0,7057645;5,398149;0;0
21:36:41.14364;9;0,7589067;0,7061432;5,383994;0;0
21:36:41.14364;9;0,7558897;0,7065219;5,369839;0;0
21:36:41.14364;9;0,7528726;0,7069005;5,355683;0;0
21:36:41.14464;9;0,7498555;0,7072792;5,341529;0;0
21:36:41.14464;9;0,7468385;0,7076579;5,327374;0;0
21:36:41.14464;9;0,7438214;0,7080365;5,313219;0;0
21:36:41.14564;9;0,7408043;0,7084152;5,299064;0;0
21:36:41.14564;9;0,7377872;0,7087939;5,284909;0;0
21:36:41.14564;9;0,7347701;0,7091725;5,270754;0;0
21:36:41.14664;9;0,7317531;0,7095512;5,256599;0;0
21:36:41.14664;9;0,728736;0,7099299;5,242444;0;0
21:36:41.14664;9;0,7257189;0,7103086;5,22829;0;0
21:36:41.14764;9;0,7227018;0,7106872;5,214135;0;0
21:36:41.14764;9;0,7196848;0,7110659;5,19998;0;0
21:36:41.15264;9;0,7166678;0,7114446;5,185824;0;0
21:36:41.15364;9;0,7136507;0,7118232;5,17167;0;0
21:36:41.15364;9;0,7106336;0,7122019;5,157515;0;0
21:36:41.15464;9;0,7076165;0,7125806;5,14336;0;0
21:36:41.15464;9;0,7045994;0,7129592;5,129205;0;0
21:36:41.15464;9;0,7015824;0,7133379;5,11505;0;0
21:36:41.15564;9;0,6985653;0,7137166;5,100895;0;0
21:36:41.15564;9;0,6955482;0,7140952;5,08674;0;0
21:36:41.15564;9;0,6925312;0,7144739;5,072585;0;0
21:36:41.15664;9;0,6895141;0,7148526;5,058431;0;0
21:36:41.15664;9;0,686497;0,7152312;5,044276;0;0
21:36:41.17064;9;0,68348;0,7156099;5,030121;0;0
21:36:41.17064;9;0,680463;0,7159886;5,015965;0;0
21:36:41.17164;9;0,6774459;0,7163672;5,001811;0;0
21:36:41.17164;9;0,6744288;0,7167459;4,987656;0;0
21:36:41.17164;9;0,6714117;0,7171246;4,973501;0;0
21:36:41.17264;9;0,6683946;0,7175032;4,959346;0;0
21:36:41.17264;9;0,6653776;0,7178819;4,945191;0;0
21:36:41.17364;9;0,6623605;0,7182606;4,931036;0;0
21:36:41.17364;9;0,6593434;0,7186393;4,916882;0;0
21:36:41.17364;9;0,6563264;0,7190179;4,902726;0;0
21:36:41.17464;9;0,6533093;0,7193966;4,888572;0;0
21:36:41.17564;9;0,6502922;0,7197753;4,874417;0;0
21:36:41.17564;9;0,6472752;0,7201539;4,860262;0;0
21:36:41.17564;9;0,6442581;0,7205326;4,846107;0;0
21:36:41.17664;9;0,6412411;0,7209113;4,831952;0;0
21:36:41.17664;9;0,6382239;0,7212899;4,817797;0;0
21:36:41.17764;9;0,6352069;0,7216686;4,803642;0;0
21:36:41.18264;9;0,6321898;0,7220473;4,789487;0;0
21:36:41.18364;9;0,6291727;0,7224259;4,775332;0;0
21:36:41.18364;9;0,6261557;0,7228046;4,761178;0;0
21:36:41.18364;9;0,6231386;0,7231833;4,747023;0;0
21:36:41.18464;9;0,6201215;0,7235619;4,732867;0;0
21:36:41.18464;9;0,6171045;0,7239406;4,718713;0;0
21:36:41.18464;9;0,6140875;0,7243193;4,704557;0;0
