19:37:20.99885;0;-1,179117;0,7638431;6,218583;0;0
19:37:21.00085;0;-1,177903;0,7657379;6,207683;0;0
19:37:21.00085;0;-1,176689;0,7676327;6,196782;0;0
19:37:21.00185;0;-1,175475;0,7695276;6,185882;0;0
19:37:21.00185;0;-1,17426;0,7714224;6,174981;0;0
19:37:21.00285;0;-1,173046;0,7733172;6,164081;0;0
19:37:21.00285;0;-1,171832;0,775212;6,15318;0;0
19:37:21.00285;0;-1,170618;0,7771069;6,14228;0;0
19:37:21.00385;0;-1,169404;0,7790017;6,131379;0;0
19:37:21.00385;0;-1,16819;0,7808965;6,120479;0;0
19:37:21.00385;0;-1,166976;0,7827914;6,109578;0;0
19:37:21.00485;0;-1,165762;0,7846862;6,098678;0;0
19:37:21.00485;0;-1,164548;0,786581;6,087777;0;0
19:37:21.00485;0;-1,163334;0,7884759;6,076877;0;0
19:37:21.00985;0;-1,16212;0,7903707;6,065976;0;0
19:37:21.01185;0;-1,160906;0,7922655;6,055076;0;0
19:37:21.01185;0;-1,159692;0,7941604;6,044175;0;0
19:37:21.01285;0;-1,158478;0,7960552;6,033275;0;0
19:37:21.01285;0;-1,157264;0,79795;6,022374;0;0
19:37:21.01285;0;-1,15605;0,7998449;6,011474;0;0
19:37:21.01385;0;-1,154836;0,8017397;6,000573;0;0
19:37:21.01385;0;-1,153622;0,8036345;5,989673;0;0
19:37:21.01485;0;-1,152408;0,8055294;5,978772;0;0
19:37:21.01485;0;-1,151194;0,8074242;5,967872;0;0
19:37:21.01585;0;-1,14998;0,809319;5,956971;0;0
19:37:21.01585;0;-1,148766;0,8112139;5,946071;0;0
19:37:21.01685;0;-1,147552;0,8131087;5,93517;0;0
19:37:21.01685;0;-1,146338;0,8150035;5,92427;0;0
19:37:21.01785;0;-1,145124;0,8168983;5,913369;0;0
19:37:21.01785;0;-1,14391;0,8187932;5,902469;0;0
19:37:21.01885;0;-1,142696;0,820688;5,891568;0;0
19:37:21.02385;0;-1,141482;0,8225828;5,880668;0;0
19:37:21.02485;0;-1,140268;0,8244777;5,869767;0;0
19:37:21.02485;0;-1,139054;0,8263725;5,858867;0;0
19:37:21.02585;0;-1,13784;0,8282673;5,847966;0;0
19:37:21.02585;0;-1,136626;0,8301622;5,837066;0;0
19:37:21.02585;0;-1,135412;0,832057;5,826165;0;0
19:37:21.02685;0;-1,134198;0,8339518;5,815265;0;0
19:37:21.02685;0;-1,132984;0,8358467;5,804364;0;0
19:37:21.02785;0;-1,13177;0,8377415;5,793464;0;0
19:37:21.02785;0;-1,130556;0,8396363;5,782563;0;0
19:37:21.02885;0;-1,129341;0,8415312;5,771663;0;0
19:37:21.02885;0;-1,128127;0,843426;5,760762;0;0
19:37:21.02885;0;-1,126913;0,8453208;5,749862;0;0
19:37:21.02985;0;-1,125699;0,8472157;5,738961;0;0
19:37:21.03485;0;-1,124485;0,8491105;5,728061;0;0
19:37:21.03585;0;-1,123271;0,8510053;5,71716;0;0
19:37:21.03585;0;-1,122057;0,8529001;5,70626;0;0
19:37:21.03585;0;-1,120843;0,854795;5,695359;0;0
19:37:21.03685;0;-1,119629;0,8566898;5,684459;0;0
19:37:21.03685;0;-1,118415;0,8585846;5,673558;0;0
19:37:21.03785;0;-1,117201;0,8604795;5,662658;0;0
19:37:21.03785;0;-1,115987;0,8623743;5,651757;0;0
19:37:21.03785;0;-1,114773;0,8642691;5,640857;0;0
19:37:21.03885;0;-1,113559;0,866164;5,629956;0;0
19:37:21.03885;0;-1,112345;0,8680588;5,619056;0;0
19:37:21.05185;0;-1,111131;0,8699536;5,608155;0;0
19:37:21.05285;0;-1,109917;0,8718485;5,597255;0;0
19:37:21.05285;0;-1,108703;0,8737433;5,586354;0;0
19:37:21.05385;0;-1,107489;0,8756381;5,575454;0;0
19:37:21.05385;0;-1,106275;0,877533;5,564553;0;0
19:37:21.05485;0;-1,105061;0,8794278;5,553653;0;0
19:37:21.05485;0;-1,103847;0,8813226;5,542752;0;0
