Point`s of stimul`s start time :21:14:09.58248: Delay before stimul appears :1,000903:
Timestamp;Position.x;Position.y;Position.z;Is_false_stimul;Is_catched
21:14:10.60953;-0,5182918;0,852191;7,53196;1;0
21:14:10.60953;-0,5182696;0,8522567;7,525267;1;0
21:14:10.61053;-0,5182474;0,8523224;7,518573;1;0
21:14:10.61053;-0,5182253;0,8523881;7,51188;1;0
21:14:10.61053;-0,5182031;0,8524538;7,505187;1;0
21:14:10.61153;-0,5181809;0,8525195;7,498493;1;0
21:14:10.61153;-0,5181587;0,8525851;7,4918;1;0
21:14:10.61153;-0,5181366;0,8526508;7,485106;1;0
21:14:10.61253;-0,5181144;0,8527165;7,478413;1;0
21:14:10.61253;-0,5180922;0,8527822;7,47172;1;0
21:14:10.61353;-0,51807;0,8528479;7,465026;1;0
21:14:10.61353;-0,5180479;0,8529136;7,458333;1;0
21:14:11.03353;-0,5180257;0,8529792;7,45164;1;0
21:14:11.03453;-0,5180035;0,8530449;7,444946;1;0
21:14:11.03453;-0,5179814;0,8531106;7,438253;1;0
21:14:11.04153;-0,5179592;0,8531763;7,43156;1;0
21:14:11.04253;-0,517937;0,853242;7,424866;1;0
21:14:11.04253;-0,5179148;0,8533077;7,418173;1;0
21:14:11.04353;-0,5178927;0,8533733;7,411479;1;0
21:14:11.04353;-0,5178705;0,853439;7,404786;1;0
21:14:11.04453;-0,5178483;0,8535047;7,398093;1;0
21:14:11.04453;-0,5178261;0,8535704;7,391399;1;0
21:14:11.04553;-0,517804;0,8536361;7,384706;1;0
21:14:11.04553;-0,5177818;0,8537018;7,378013;1;0
21:14:11.04653;-0,5177596;0,8537675;7,371319;1;0
21:14:11.04653;-0,5177374;0,8538331;7,364626;1;0
21:14:11.04653;-0,5177153;0,8538988;7,357933;1;0
21:14:11.04753;-0,5176931;0,8539645;7,351239;1;0
21:14:11.04753;-0,5176709;0,8540302;7,344546;1;0
21:14:11.04853;-0,5176488;0,8540959;7,337852;1;0
21:14:11.04853;-0,5176266;0,8541616;7,331159;1;0
21:14:11.04853;-0,5176044;0,8542272;7,324466;1;0
21:14:11.04953;-0,5175822;0,8542929;7,317772;1;0
21:14:11.04953;-0,5175601;0,8543586;7,311079;1;0
21:14:11.05053;-0,5175379;0,8544243;7,304386;1;0
21:14:11.05053;-0,5175157;0,85449;7,297692;1;0
21:14:11.05153;-0,5174935;0,8545557;7,290999;1;0
21:14:11.05153;-0,5174714;0,8546214;7,284306;1;0
21:14:11.05253;-0,5174492;0,854687;7,277612;1;0
21:14:11.05253;-0,517427;0,8547527;7,270919;1;0
21:14:11.05353;-0,5174049;0,8548184;7,264225;1;0
21:14:11.05353;-0,5173827;0,8548841;7,257532;1;0
21:14:11.05453;-0,5173605;0,8549498;7,250839;1;0
21:14:11.05453;-0,5173383;0,8550155;7,244145;1;0
21:14:11.05553;-0,5173162;0,8550811;7,237452;1;0
21:14:11.05553;-0,517294;0,8551468;7,230759;1;0
21:14:11.05653;-0,5172718;0,8552125;7,224065;1;0
21:14:11.05653;-0,5172496;0,8552782;7,217372;1;0
21:14:11.05753;-0,5172275;0,8553439;7,210679;1;0
21:14:11.05753;-0,5172053;0,8554096;7,203985;1;0
21:14:11.05853;-0,5171831;0,8554752;7,197292;1;0
21:14:11.05853;-0,517161;0,8555409;7,190598;1;0
21:14:11.05853;-0,5171388;0,8556066;7,183905;1;0
21:14:11.05953;-0,5171166;0,8556723;7,177212;1;0
21:14:11.05953;-0,5170944;0,855738;7,170518;1;0
21:14:11.06053;-0,5170723;0,8558037;7,163825;1;0
21:14:11.06053;-0,5170501;0,8558694;7,157132;1;0
21:14:11.06053;-0,5170279;0,855935;7,150438;1;0
21:14:11.06153;-0,5170057;0,8560007;7,143745;1;0
21:14:11.06153;-0,5169836;0,8560664;7,137052;1;0
21:14:11.06253;-0,5169614;0,8561321;7,130358;1;0
21:14:11.06253;-0,5169392;0,8561978;7,123665;1;0
21:14:11.06253;-0,516917;0,8562635;7,116971;1;0
21:14:11.06353;-0,5168949;0,8563291;7,110278;1;0
21:14:11.06353;-0,5168727;0,8563948;7,103585;1;0
21:14:11.06353;-0,5168505;0,8564605;7,096891;1;0
21:14:11.06453;-0,5168284;0,8565262;7,090198;1;0
21:14:11.06453;-0,5168062;0,8565919;7,083505;1;0
21:14:11.06553;-0,516784;0,8566576;7,076811;1;0
21:14:11.06553;-0,5167618;0,8567232;7,070118;1;0
21:14:11.06653;-0,5167397;0,8567889;7,063425;1;0
21:14:11.06653;-0,5167175;0,8568546;7,056731;1;0
21:14:11.06653;-0,5166953;0,8569203;7,050038;1;0
21:14:11.06753;-0,5166731;0,856986;7,043344;1;0
21:14:11.06753;-0,516651;0,8570517;7,036651;1;0
21:14:11.06753;-0,5166288;0,8571174;7,029958;1;0
21:14:11.06853;-0,5166066;0,857183;7,023264;1;0
21:14:11.06853;-0,5165845;0,8572487;7,016571;1;0
21:14:11.06953;-0,5165623;0,8573144;7,009878;1;0
21:14:11.06953;-0,5165401;0,8573801;7,003184;1;0
21:14:11.07053;-0,5165179;0,8574458;6,996491;1;0
21:14:11.07053;-0,5164958;0,8575115;6,989798;1;0
21:14:11.07053;-0,5164736;0,8575771;6,983104;1;0
21:14:11.07153;-0,5164514;0,8576428;6,976411;1;0
21:14:11.07153;-0,5164292;0,8577085;6,969718;1;0
21:14:11.07253;-0,5164071;0,8577742;6,963024;1;0
21:14:11.07253;-0,5163849;0,8578399;6,956331;1;0
21:14:11.07253;-0,5163627;0,8579056;6,949637;1;0
21:14:11.07353;-0,5163406;0,8579713;6,942944;1;0
21:14:11.07353;-0,5163184;0,8580369;6,936251;1;0
21:14:11.07453;-0,5162962;0,8581026;6,929557;1;0
21:14:11.07453;-0,516274;0,8581683;6,922864;1;0
21:14:11.07453;-0,5162519;0,858234;6,916171;1;0
21:14:11.07553;-0,5162297;0,8582997;6,909477;1;0
21:14:11.07553;-0,5162075;0,8583654;6,902784;1;0
21:14:11.07553;-0,5161853;0,858431;6,896091;1;0
21:14:11.07652;-0,5161632;0,8584967;6,889397;1;0
21:14:11.07652;-0,516141;0,8585624;6,882704;1;0
21:14:11.07753;-0,5161188;0,8586281;6,87601;1;0
21:14:11.07753;-0,5160967;0,8586938;6,869317;1;0
21:14:11.07753;-0,5160745;0,8587595;6,862624;1;0
21:14:11.07853;-0,5160523;0,8588251;6,85593;1;0
21:14:11.07853;-0,5160301;0,8588908;6,849237;1;0
21:14:11.07853;-0,516008;0,8589565;6,842544;1;0
21:14:11.07953;-0,5159858;0,8590222;6,83585;1;0
21:14:11.07953;-0,5159636;0,8590879;6,829157;1;0
21:14:11.08052;-0,5159414;0,8591536;6,822464;1;0
21:14:11.08052;-0,5159193;0,8592193;6,81577;1;0
21:14:11.08153;-0,5158971;0,8592849;6,809077;1;0
21:14:11.08153;-0,5158749;0,8593506;6,802383;1;0
21:14:11.08153;-0,5158527;0,8594163;6,79569;1;0
21:14:11.08253;-0,5158306;0,859482;6,788997;1;0
21:14:11.08253;-0,5158084;0,8595477;6,782303;1;0
21:14:11.08253;-0,5157862;0,8596134;6,77561;1;0
21:14:11.08353;-0,5157641;0,859679;6,768917;1;0
21:14:11.08353;-0,5157419;0,8597447;6,762223;1;0
21:14:11.08453;-0,5157197;0,8598104;6,75553;1;0
21:14:11.08453;-0,5156975;0,8598761;6,748837;1;0
21:14:11.08453;-0,5156754;0,8599418;6,742143;1;0
21:14:11.08553;-0,5156532;0,8600075;6,73545;1;0
21:14:11.08553;-0,515631;0,8600731;6,728756;1;0
21:14:11.08653;-0,5156088;0,8601388;6,722063;1;0
21:14:11.08653;-0,5155867;0,8602045;6,71537;1;0
21:14:11.08753;-0,5155645;0,8602702;6,708676;1;0
21:14:11.08753;-0,5155423;0,8603359;6,701983;1;0
21:14:11.08753;-0,5155202;0,8604016;6,69529;1;0
21:14:11.08853;-0,515498;0,8604673;6,688596;1;0
21:14:11.08853;-0,5154758;0,8605329;6,681903;1;0
21:14:11.08953;-0,5154536;0,8605986;6,67521;1;0
21:14:11.08953;-0,5154315;0,8606643;6,668516;1;0
21:14:11.09053;-0,5154093;0,86073;6,661823;1;0
21:14:11.09053;-0,5153871;0,8607957;6,655129;1;0
21:14:11.09053;-0,5153649;0,8608614;6,648436;1;0
21:14:11.09153;-0,5153428;0,860927;6,641743;1;0
21:14:11.09153;-0,5153206;0,8609927;6,635049;1;0
21:14:11.09253;-0,5152984;0,8610584;6,628356;1;0
21:14:11.09253;-0,5152763;0,8611241;6,621663;1;0
21:14:11.09353;-0,5152541;0,8611898;6,614969;1;0
21:14:11.09353;-0,5152319;0,8612555;6,608276;1;0
21:14:11.09353;-0,5152097;0,8613212;6,601583;1;0
21:14:11.09453;-0,5151876;0,8613868;6,594889;1;0
21:14:11.09453;-0,5151654;0,8614525;6,588196;1;0
21:14:11.09552;-0,5151432;0,8615182;6,581502;1;0
21:14:11.09552;-0,515121;0,8615839;6,574809;1;0
21:14:11.09552;-0,5150989;0,8616496;6,568116;1;0
21:14:11.09653;-0,5150767;0,8617153;6,561422;1;0
21:14:11.09653;-0,5150545;0,8617809;6,554729;1;0
21:14:11.09753;-0,5150324;0,8618466;6,548036;1;0
21:14:11.09753;-0,5150102;0,8619123;6,541342;1;0
21:14:11.09853;-0,514988;0,861978;6,534649;1;0
21:14:11.09853;-0,5149658;0,8620437;6,527956;1;0
21:14:11.09953;-0,5149437;0,8621094;6,521262;1;0
21:14:11.09953;-0,5149215;0,862175;6,514569;1;0
21:14:11.09953;-0,5148993;0,8622407;6,507875;1;0
21:14:11.10053;-0,5148771;0,8623064;6,501182;1;0
21:14:11.10053;-0,514855;0,8623721;6,494489;1;0
21:14:11.10153;-0,5148328;0,8624378;6,487795;1;0
21:14:11.10153;-0,5148106;0,8625035;6,481102;1;0
21:14:11.10153;-0,5147884;0,8625692;6,474409;1;0
21:14:11.10252;-0,5147663;0,8626348;6,467715;1;0
21:14:11.10252;-0,5147441;0,8627005;6,461022;1;0
21:14:11.10353;-0,5147219;0,8627662;6,454329;1;0
21:14:11.10353;-0,5146998;0,8628319;6,447635;1;0
21:14:11.10353;-0,5146776;0,8628976;6,440942;1;0
21:14:11.10453;-0,5146554;0,8629633;6,434248;1;0
21:14:11.10453;-0,5146332;0,8630289;6,427555;1;0
21:14:11.10553;-0,5146111;0,8630946;6,420862;1;0
21:14:11.10553;-0,5145889;0,8631603;6,414168;1;0
21:14:11.10553;-0,5145667;0,863226;6,407475;1;0
21:14:11.10653;-0,5145445;0,8632917;6,400782;1;0
21:14:11.10753;-0,5145224;0,8633574;6,394088;1;0
21:14:11.10753;-0,5145002;0,863423;6,387395;1;0
21:14:11.10753;-0,514478;0,8634887;6,380702;1;0
21:14:11.10853;-0,5144559;0,8635544;6,374008;1;0
21:14:11.10853;-0,5144337;0,8636201;6,367315;1;0
21:14:11.10853;-0,5144115;0,8636858;6,360621;1;0
21:14:11.10953;-0,5143893;0,8637515;6,353928;1;0
21:14:11.10953;-0,5143672;0,8638172;6,347235;1;0
21:14:11.11053;-0,514345;0,8638828;6,340541;1;0
21:14:11.11053;-0,5143228;0,8639485;6,333848;1;0
21:14:11.11053;-0,5143006;0,8640142;6,327155;1;0
21:14:11.11153;-0,5142785;0,8640799;6,320461;1;0
21:14:11.11153;-0,5142563;0,8641456;6,313768;1;0
21:14:11.11153;-0,5142341;0,8642113;6,307075;1;0
21:14:11.11253;-0,514212;0,8642769;6,300381;1;0
21:14:11.11253;-0,5141898;0,8643426;6,293688;1;0
21:14:11.11353;-0,5141676;0,8644083;6,286994;1;0
21:14:11.11353;-0,5141454;0,864474;6,280301;1;0
